query,link,score,select_item_event
vat mtd,/government/publications/making-tax-digital-for-vat-screening-equality-impact-assessment,2,5
early years inspection handbook for ofsted registered provision,/government/publications/early-years-inspection-handbook-eif,2,5
签证中心,/government/publications/apply-for-a-uk-visa-in-china,2,5
occupation code,/government/publications/skilled-worker-visa-shortage-occupations,2,5
duty drawback,/government/publications/excise-notice-207-excise-duty-drawback,2,5
tuberculosis test in ghana,/government/publications/tuberculosis-test-for-a-uk-visa-clinics-in-ghana,2,5
seaford,/government/publications/ouse-to-seaford-head-coastal-defence-scheme,2,5
ofsted eyfs,/government/publications/early-years-inspection-handbook-eif,2,5
bsl,/government/publications/british-sign-language-bsl-advisory-board-meeting-summaries,2,5
cc48,/government/publications/conflicts-in-a-charity-statement-of-approach,2,5
dbs application forms,/government/publications/dbs-application-forms-guide-for-applicants,2,5
tobacco duty rates,/government/publications/tobacco-duty-changes-to-rates,2,5
universal credit for the self-employed’,/government/publications/universal-credit-and-self-employment-quick-guide,2,5
grand,/government/publications/regulatory-judgement-grand-union-housing-group-limited--2,2,5
breast cancer,/government/publications/breast-screening-interval-cancers,2,5
national tuition 2023,/government/publications/national-tutoring-programme-guidance-for-schools-academic-year-202324,2,5
power of atturney,/government/publications/make-a-lasting-power-of-attorney,2,5
xl bully description,/government/publications/official-definition-of-an-xl-bully-dog,2,5
incentives,/government/publications/incentives-policy-framework,2,5
book covid vaccination,/government/publications/covid-19-vaccination-booking-an-appointment-letter,2,5
remote working,/government/publications/sia-staff-working-remotely-and-abroad,2,5
structures and buildings allowance,/government/publications/structures-and-buildings-allowance,2,5
bullys,/government/publications/official-definition-of-an-xl-bully-dog,2,5
nipe,/government/publications/newborn-and-infant-physical-examination-screening-standards,2,5
skills worker,/government/publications/skilled-worker-visa-eligible-occupations,2,5
official definition of an xl bully,/government/publications/official-definition-of-an-xl-bully-dog,2,5
skill visa,/government/publications/skilled-worker-visa-eligible-occupations,2,5
the equality act,/government/publications/equality-act-guidance,2,5
tell hmrc about unpaid tax from previous years,/government/publications/let-property-campaign-your-guide-to-making-a-disclosure,2,5
homeschooling,/government/publications/independent-schools-warning-notices,2,5
help to build,/government/publications/help-to-build-marketing-toolkit,2,5
sale of residential property,/government/publications/capital-gains-tax-and-corporation-tax-on-uk-property-gains,2,5
licensing of activities involving animals,/government/publications/animal-activities-licensing-guidance-for-local-authorities,2,5
skill visa,/government/publications/skilled-worker-visa-shortage-occupations,2,5
criminal record check overseas,/government/publications/criminal-records-checks-for-overseas-applicants,2,5
first registration of land,/government/publications/first-application-registration-fr1,2,5
ba.2.86,/government/publications/sars-cov-2-genome-sequence-prevalence-and-growth-rate,2,5
family route,/government/publications/dependent-family-members-in-work-routes-immigration-staff-guidance,2,5
shortage work list,/government/publications/skilled-worker-visa-shortage-occupations,2,5
carbapenemase,/government/publications/carbapenemase-producing-gram-negative-bacteria-laboratory-surveillance,2,5
[email],/government/publications/find-a-professional-to-certify-export-health-certificates,2,5
ihs reimburse,/government/publications/immigration-health-surcharge-applying-for-a-refund,2,5
developed vetting,/government/publications/dbs-national-security-vetting-solution-guidance-for-subjects,2,5
fail driving test,/government/publications/top-10-reasons-for-failing-the-driving-test,2,5
premises licences,/government/publications/premises-licence-application-forms,2,5
compensation recovery unit,/government/publications/compensation-recovery-unit-bulletins,2,5
shortage of occupations,/government/publications/skilled-worker-visa-shortage-occupations,2,5
the best start in life,/government/publications/best-start-in-life-a-research-review-for-early-years,2,5
teaching people to drive,/government/publications/whats-involved-in-being-a-driving-instructor,2,5
devolved postcodes,/government/publications/adult-education-budget-aeb-postcode-files,2,5
russia steel,/government/publications/notice-to-importers-2953-russia-import-sanctions,2,5
solar panel funding,/government/publications/public-sector-decarbonisation-scheme-phase-3,2,5
skilled jobs,/government/publications/skilled-worker-visa-eligible-healthcare-and-education-jobs,2,5
green finance strategy,/government/publications/green-finance-strategy,2,5
dit annual accounts and report,/government/publications/department-for-international-trade-annual-report-and-accounts,2,5
egypt translators,/government/publications/list-of-translators-and-interpreters-in-egypt,2,5
energy rating,/government/publications/energy-price-guarantee-regional-rates,2,5
civil penalties,/government/publications/customs-civil-penalties,2,5
practice guide 1,/government/publications/first-registrations,2,5
publications,/government/publications/department-for-education-non-executive-appointments,2,5
dwp data retention policy,/government/publications/dwp-information-management-policies,2,5
n149c,/government/publications/civil-procedure-rules-court-forms,2,5
dbs identity,/government/publications/dbs-identity-checking-guidelines,2,5
free school meal eligibility,/government/publications/free-school-meals-guidance-for-schools-and-local-authorities,2,5
ofsi consolidated list search,/government/publications/financial-sanctions-consolidated-list-of-targets,2,5
fire doors in flats,/government/publications/fire-safety-england-regulations-2022-fire-door-guidance,2,5
signing your new passport,/government/publications/signing-your-new-passport,2,5
date of birth,/government/publications/date-of-birth,2,5
mtd for vat,/government/publications/making-tax-digital-for-vat-screening-equality-impact-assessment,2,5
next day service,/government/publications/legalisation-next-day-service-providers,2,5
tb test philippines,/government/publications/tuberculosis-test-for-a-uk-visa-clinics-in-the-philippines,2,5
property losses,/government/publications/self-assessment-uk-property-sa105,2,5
coordinating mathematical success: the mathematics subject report,/government/publications/subject-report-series-maths,2,5
treaty rights,/government/publications/treaty-rights,2,5
life course,/government/publications/health-matters-life-course-approach-to-prevention,2,5
tell me questions,/government/publications/car-and-trailer-show-me-tell-me-vehicle-safety-questions,2,5
online selling,/government/publications/selling-online-and-paying-taxes,2,5
transit newsletter,/government/publications/community-common-transit-and-tir-newsletters,2,5
school buildings,/government/publications/school-buildings-construction-framework-2021,2,5
a visual guide to vaccines,/government/publications/a-visual-guide-to-vaccines-poster,2,5
isc refund,/government/publications/immigration-skills-charge-process-guidance,2,5
sing in,/government/publications/development-matters--2,2,5
lp15,/government/publications/how-to-be-an-attorney,2,5
holiday activities and food programme,/government/publications/holiday-activities-and-food-programme,2,5
construction worker visa,/government/publications/skilled-worker-visa-shortage-occupations,2,5
new trustee,/government/publications/charity-trustee-welcome-pack,2,5
china,/government/publications/overseas-business-risk-china,2,5
economic crime and corporate transparency bill,/government/publications/economic-crime-and-corporate-transparency-bill-2022-factsheets,2,5
pace code g,/government/publications/pace-code-g-2012,2,5
section 21 ,/government/publications/correction-to-the-designs-register-under-section-21,2,5
hmo council tax,/government/publications/council-tax-information-letter-32023-changes-to-regulations-for-houses-in-multiple-occupation-hmos,2,5
translarna,/government/publications/orphan-registered-medicinal-products,2,5
t level funding,/government/publications/t-level-funding,2,5
dbs forms,/government/publications/dbs-application-forms-guide-for-applicants,2,5
local nature recovery strategies,/government/publications/local-nature-recovery-strategies,2,5
audit exemption,/government/publications/audit-exemptions-for-charities,2,5
water vole licence,/government/publications/water-voles-licence-to-displace-them-for-development-projects,2,5
indefinite leave to remain,/government/publications/application-to-settle-in-the-uk-form-setm,2,5
charity commission news,/government/publications/charity-commission-news-issue-70,2,5
very hard to reach premises,/government/publications/very-hard-to-reach-premises-alpha-trials,2,5
